date,country,daily_vaccinations_dose1,daily_vaccinations_dose2,daily_vaccinations_booster,cumulative_dose1,cumulative_dose2,cumulative_booster,total_vaccinations
2024-02-13,Argentina,54319,50189,79213,185571558,149476630,81156375,416204563
2024-02-14,Argentina,183870,72866,135581,185755428,149549496,81291956,416596880
2024-02-15,Argentina,129545,76256,140766,185884973,149625752,81432722,416943447
2024-02-16,Argentina,143891,178451,120053,186028864,149804203,81552775,417385842
2024-02-17,Argentina,119825,178245,64737,186148689,149982448,81617512,417748649
2024-02-18,Argentina,50867,43657,135446,186199556,150026105,81752958,417978619
2024-02-19,Argentina,81200,108580,129883,186280756,150134685,81882841,418298282
2024-02-20,Argentina,65528,121205,127932,186346284,150255890,82010773,418612947
2024-02-21,Argentina,71147,149850,119345,186417431,150405740,82130118,418953289
2024-02-22,Argentina,66874,72146,79710,186484305,150477886,82209828,419172019
2024-02-23,Argentina,77611,116665,98792,186561916,150594551,82308620,419465087
2024-02-24,Argentina,106113,128415,69579,186668029,150722966,82378199,419769194
2024-02-25,Argentina,51921,172017,104981,186719950,150894983,82483180,420098113
2024-02-26,Argentina,114497,42479,138559,186834447,150937462,82621739,420393648
2024-02-27,Argentina,165580,121400,120345,187000027,151058862,82742084,420800973
2024-02-28,Argentina,72646,50665,54204,187072673,151109527,82796288,420978488
2024-02-29,Argentina,167095,137839,95253,187239768,151247366,82891541,421378675
2024-03-01,Argentina,107356,125276,74313,187347124,151372642,82965854,421685620
2024-03-02,Argentina,70739,150726,113838,187417863,151523368,83079692,422020923
2024-03-03,Argentina,76886,102162,126585,187494749,151625530,83206277,422326556
2024-03-04,Argentina,150510,150525,94894,187645259,151776055,83301171,422722485
2024-03-05,Argentina,190400,167526,131639,187835659,151943581,83432810,423212050
2024-03-06,Argentina,69166,139693,60771,187904825,152083274,83493581,423481680
2024-03-07,Argentina,164914,124713,147035,188069739,152207987,83640616,423918342
2024-03-08,Argentina,151056,52273,54405,188220795,152260260,83695021,424176076
2024-03-09,Argentina,141230,149694,144562,188362025,152409954,83839583,424611562
2024-03-10,Argentina,71606,91556,145926,188433631,152501510,83985509,424920650
2024-03-11,Argentina,199366,68024,50532,188632997,152569534,84036041,425238572
2024-03-12,Argentina,139561,56934,110880,188772558,152626468,84146921,425545947
2024-03-13,Argentina,122514,167249,121741,188895072,152793717,84268662,425957451
2024-03-14,Argentina,178612,132073,89855,189073684,152925790,84358517,426357991
2024-03-15,Argentina,133229,73141,63535,189206913,152998931,84422052,426627896
2024-03-16,Argentina,116197,82424,111597,189323110,153081355,84533649,426938114
2024-03-17,Argentina,147696,167740,103270,189470806,153249095,84636919,427356820
2024-03-18,Argentina,86995,173271,97767,189557801,153422366,84734686,427714853
2024-03-19,Argentina,113003,147142,149881,189670804,153569508,84884567,428124879
2024-03-20,Argentina,102721,56324,138959,189773525,153625832,85023526,428422883
2024-03-21,Argentina,107100,148695,69668,189880625,153774527,85093194,428748346
2024-03-22,Argentina,170549,115780,114049,190051174,153890307,85207243,429148724
2024-03-23,Argentina,81957,125908,96603,190133131,154016215,85303846,429453192
2024-03-24,Argentina,108848,57642,136318,190241979,154073857,85440164,429756000
2024-03-25,Argentina,90972,153193,78213,190332951,154227050,85518377,430078378
2024-03-26,Argentina,52083,68823,129745,190385034,154295873,85648122,430329029
2024-03-27,Argentina,174901,176886,99281,190559935,154472759,85747403,430780097
2024-03-28,Argentina,162664,87182,51437,190722599,154559941,85798840,431081380
2024-03-29,Argentina,185583,176786,110995,190908182,154736727,85909835,431554744
2024-03-30,Argentina,153253,169409,55457,191061435,154906136,85965292,431932863
2024-03-31,Argentina,185324,149969,90831,191246759,155056105,86056123,432358987
2024-04-01,Argentina,64195,108434,87373,191310954,155164539,86143496,432618989
2024-04-02,Argentina,159921,144865,134239,191470875,155309404,86277735,433058014
2024-04-03,Argentina,71246,136623,139523,191542121,155446027,86417258,433405406
2024-04-04,Argentina,52872,127757,71478,191594993,155573784,86488736,433657513
2024-04-05,Argentina,87013,64025,84641,191682006,155637809,86573377,433893192
2024-04-06,Argentina,71191,139719,112188,191753197,155777528,86685565,434216290
2024-04-07,Argentina,160946,167756,99917,191914143,155945284,86785482,434644909
2024-04-08,Argentina,170082,66069,116570,192084225,156011353,86902052,434997630
2024-04-09,Argentina,117271,134934,84721,192201496,156146287,86986773,435334556
2024-04-10,Argentina,153989,179359,107271,192355485,156325646,87094044,435775175
2024-04-11,Argentina,73707,176814,132415,192429192,156502460,87226459,436158111
2024-04-12,Argentina,137945,178343,73356,192567137,156680803,87299815,436547755
2024-04-13,Argentina,127777,54254,144446,192694914,156735057,87444261,436874232
2024-04-14,Argentina,109255,147530,81964,192804169,156882587,87526225,437212981
2024-04-15,Argentina,143016,168313,123628,192947185,157050900,87649853,437647938
2024-04-16,Argentina,100895,66217,81525,193048080,157117117,87731378,437896575
2024-04-17,Argentina,160980,53168,113986,193209060,157170285,87845364,438224709
2024-04-18,Argentina,96102,130180,124793,193305162,157300465,87970157,438575784
2024-04-19,Argentina,163293,69746,120047,193468455,157370211,88090204,438928870
2024-04-20,Argentina,84115,124042,148247,193552570,157494253,88238451,439285274
2024-04-21,Argentina,160757,85788,125573,193713327,157580041,88364024,439657392
2024-04-22,Argentina,53349,111397,137847,193766676,157691438,88501871,439959985
2024-04-23,Argentina,64425,157705,81623,193831101,157849143,88583494,440263738
2024-04-24,Argentina,182167,85850,146214,194013268,157934993,88729708,440677969
2024-04-25,Argentina,144395,150534,64599,194157663,158085527,88794307,441037497
2024-04-26,Argentina,145487,47586,52547,194303150,158133113,88846854,441283117
2024-04-27,Argentina,70126,178634,147641,194373276,158311747,88994495,441679518
2024-04-28,Argentina,93323,63377,55060,194466599,158375124,89049555,441891278
2024-04-29,Argentina,163154,68730,58488,194629753,158443854,89108043,442181650
2024-04-30,Argentina,98124,159613,54385,194727877,158603467,89162428,442493772
2024-05-01,Argentina,157623,84136,111118,194885500,158687603,89273546,442846649
2024-05-02,Argentina,153128,96973,110430,195038628,158784576,89383976,443207180
2024-05-03,Argentina,144943,158684,120730,195183571,158943260,89504706,443631537
2024-05-04,Argentina,97482,123967,52305,195281053,159067227,89557011,443905291
2024-05-05,Argentina,74154,125337,136355,195355207,159192564,89693366,444241137
2024-05-06,Argentina,101343,113419,90009,195456550,159305983,89783375,444545908
2024-05-07,Argentina,124537,98681,143937,195581087,159404664,89927312,444913063
2024-05-08,Argentina,186702,166342,116356,195767789,159571006,90043668,445382463
2024-05-09,Argentina,68663,172912,113024,195836452,159743918,90156692,445737062
2024-05-10,Argentina,156788,82424,79835,195993240,159826342,90236527,446056109
2024-05-11,Argentina,103886,84640,106793,196097126,159910982,90343320,446351428
2024-05-12,Argentina,70247,117963,128287,196167373,160028945,90471607,446667925
2024-05-13,Argentina,67287,88774,60883,196234660,160117719,90532490,446884869
2024-05-14,Argentina,106492,139599,79076,196341152,160257318,90611566,447210036
2024-05-15,Argentina,57598,169705,51092,196398750,160427023,90662658,447488431
2024-05-16,Argentina,195431,125171,131131,196594181,160552194,90793789,447940164
2024-05-17,Argentina,175012,109525,76028,196769193,160661719,90869817,448300729
2024-05-18,Argentina,136689,92681,125440,196905882,160754400,90995257,448655539
2024-05-19,Argentina,160377,165660,105760,197066259,160920060,91101017,449087336
2024-05-20,Argentina,100514,143639,145288,197166773,161063699,91246305,449476777
2024-05-21,Argentina,178036,120078,121907,197344809,161183777,91368212,449896798
2024-05-22,Argentina,81680,125608,145970,197426489,161309385,91514182,450250056
2024-05-23,Argentina,149154,72446,76007,197575643,161381831,91590189,450547663
2024-05-24,Argentina,78009,172389,115796,197653652,161554220,91705985,450913857
2024-05-25,Argentina,82851,47130,114936,197736503,161601350,91820921,451158774
2024-05-26,Argentina,160655,133521,102431,197897158,161734871,91923352,451555381
2024-05-27,Argentina,155413,105537,51756,198052571,161840408,91975108,451868087
2024-05-28,Argentina,157918,44704,91619,198210489,161885112,92066727,452162328
2024-05-29,Argentina,87610,176485,136584,198298099,162061597,92203311,452563007
2024-05-30,Argentina,87917,134183,55978,198386016,162195780,92259289,452841085
2024-05-31,Argentina,139108,166699,121795,198525124,162362479,92381084,453268687
2024-06-01,Argentina,98091,152455,71225,198623215,162514934,92452309,453590458
2024-06-02,Argentina,71710,52791,132347,198694925,162567725,92584656,453847306
2024-06-03,Argentina,128255,168611,102457,198823180,162736336,92687113,454246629
2024-06-04,Argentina,56971,169559,88141,198880151,162905895,92775254,454561300
2024-06-05,Argentina,151070,148835,142298,199031221,163054730,92917552,455003503
2024-06-06,Argentina,197652,163839,77151,199228873,163218569,92994703,455442145
2024-06-07,Argentina,188582,159183,94702,199417455,163377752,93089405,455884612
2024-06-08,Argentina,76430,165948,104835,199493885,163543700,93194240,456231825
2024-06-09,Argentina,99392,169808,67638,199593277,163713508,93261878,456568663
2024-06-10,Argentina,133132,64737,66964,199726409,163778245,93328842,456833496
2024-06-11,Argentina,132998,101783,77702,199859407,163880028,93406544,457145979
2024-06-12,Argentina,142934,152837,85828,200002341,164032865,93492372,457527578
2024-06-13,Argentina,64189,68766,120209,200066530,164101631,93612581,457780742
2024-06-14,Argentina,69858,56602,65693,200136388,164158233,93678274,457972895
2024-06-15,Argentina,50336,92119,61427,200186724,164250352,93739701,458176777
2024-06-16,Argentina,112876,56044,114686,200299600,164306396,93854387,458460383
2024-06-17,Argentina,94763,173188,146232,200394363,164479584,94000619,458874566
2024-06-18,Argentina,198606,142974,56534,200592969,164622558,94057153,459272680
2024-06-19,Argentina,176604,97450,78027,200769573,164720008,94135180,459624761
2024-06-20,Argentina,162474,114474,98300,200932047,164834482,94233480,460000009
2024-06-21,Argentina,176577,55216,59389,201108624,164889698,94292869,460291191
2024-06-22,Argentina,114540,154655,72096,201223164,165044353,94364965,460632482
2024-06-23,Argentina,144331,86979,55509,201367495,165131332,94420474,460919301
2024-06-24,Argentina,53758,157036,69769,201421253,165288368,94490243,461199864
2024-06-25,Argentina,145506,43465,133826,201566759,165331833,94624069,461522661
2024-06-26,Argentina,134017,125921,59594,201700776,165457754,94683663,461842193
2024-06-27,Argentina,64078,119982,67911,201764854,165577736,94751574,462094164
2024-06-28,Argentina,157221,70897,142573,201922075,165648633,94894147,462464855
2024-06-29,Argentina,122339,147321,139538,202044414,165795954,95033685,462874053
2024-06-30,Argentina,84078,98927,138094,202128492,165894881,95171779,463195152
2024-07-01,Argentina,61547,42905,101141,202190039,165937786,95272920,463400745
2024-07-02,Argentina,107622,123930,83845,202297661,166061716,95356765,463716142
2024-07-03,Argentina,184211,104249,76853,202481872,166165965,95433618,464081455
2024-07-04,Argentina,89954,95397,82568,202571826,166261362,95516186,464349374
2024-07-05,Argentina,93234,76280,131709,202665060,166337642,95647895,464650597
2024-07-06,Argentina,101029,135450,149621,202766089,166473092,95797516,465036697
2024-07-07,Argentina,67405,136910,78801,202833494,166610002,95876317,465319813
2024-07-08,Argentina,113810,121391,126714,202947304,166731393,96003031,465681728
2024-07-09,Argentina,75563,85181,67785,203022867,166816574,96070816,465910257
2024-07-10,Argentina,114307,60208,102383,203137174,166876782,96173199,466187155
2024-07-11,Argentina,108854,127847,139340,203246028,167004629,96312539,466563196
2024-07-12,Argentina,60284,94676,79610,203306312,167099305,96392149,466797766
2024-07-13,Argentina,170386,94342,148079,203476698,167193647,96540228,467210573
2024-07-14,Argentina,134374,123049,93244,203611072,167316696,96633472,467561240
2024-07-15,Argentina,192551,104226,70472,203803623,167420922,96703944,467928489
2024-07-16,Argentina,181830,144016,130274,203985453,167564938,96834218,468384609
2024-07-17,Argentina,76017,72024,139185,204061470,167636962,96973403,468671835
2024-07-18,Argentina,114775,110858,85572,204176245,167747820,97058975,468983040
2024-07-19,Argentina,192225,117824,118083,204368470,167865644,97177058,469411172
2024-07-20,Argentina,149989,91269,132828,204518459,167956913,97309886,469785258
2024-07-21,Argentina,192915,97025,53412,204711374,168053938,97363298,470128610
2024-07-22,Argentina,98494,91157,134184,204809868,168145095,97497482,470452445
2024-07-23,Argentina,103667,57428,64576,204913535,168202523,97562058,470678116
2024-07-24,Argentina,184210,153744,85118,205097745,168356267,97647176,471101188
2024-07-25,Argentina,62734,137981,124653,205160479,168494248,97771829,471426556
2024-07-26,Argentina,119270,103002,141228,205279749,168597250,97913057,471790056
2024-07-27,Argentina,180492,63906,99036,205460241,168661156,98012093,472133490
2024-07-28,Argentina,127558,135766,122430,205587799,168796922,98134523,472519244
2024-07-29,Argentina,60891,89895,98503,205648690,168886817,98233026,472768533
2024-07-30,Argentina,173686,53547,58774,205822376,168940364,98291800,473054540
2024-07-31,Argentina,120933,40352,74470,205943309,168980716,98366270,473290295
2024-08-01,Argentina,141163,170752,65847,206084472,169151468,98432117,473668057
2024-08-02,Argentina,110832,50863,81186,206195304,169202331,98513303,473910938
2024-08-03,Argentina,53136,52456,91785,206248440,169254787,98605088,474108315
2024-08-04,Argentina,129087,115124,52793,206377527,169369911,98657881,474405319
2024-08-05,Argentina,166340,106370,68149,206543867,169476281,98726030,474746178
2024-08-06,Argentina,185979,106054,104397,206729846,169582335,98830427,475142608
2024-08-07,Argentina,190093,113620,85863,206919939,169695955,98916290,475532184
2024-08-08,Argentina,135174,64493,98342,207055113,169760448,99014632,475830193
2024-08-09,Argentina,122282,97758,76360,207177395,169858206,99090992,476126593
2024-08-10,Argentina,189830,58490,140309,207367225,169916696,99231301,476515222
2024-08-11,Argentina,108255,84124,141129,207475480,170000820,99372430,476848730
2024-08-12,Argentina,75440,142193,113163,207550920,170143013,99485593,477179526
2024-08-13,Argentina,102641,70068,53314,207653561,170213081,99538907,477405549
2024-08-14,Argentina,136615,47336,77481,207790176,170260417,99616388,477666981
2024-08-15,Argentina,153637,149749,77956,207943813,170410166,99694344,478048323
2024-08-16,Argentina,135243,167259,114381,208079056,170577425,99808725,478465206
2024-08-17,Argentina,152322,60875,62060,208231378,170638300,99870785,478740463
2024-08-18,Argentina,143062,55297,112343,208374440,170693597,99983128,479051165
2024-08-19,Argentina,109885,105365,79422,208484325,170798962,100062550,479345837
2024-08-20,Argentina,174984,78942,91214,208659309,170877904,100153764,479690977
2024-08-21,Argentina,57281,104004,71513,208716590,170981908,100225277,479923775
2024-08-22,Argentina,178966,51598,115958,208895556,171033506,100341235,480270297
2024-08-23,Argentina,170433,61045,67882,209065989,171094551,100409117,480569657
2024-08-24,Argentina,109536,169122,101639,209175525,171263673,100510756,480949954
2024-08-25,Argentina,166734,151168,120570,209342259,171414841,100631326,481388426
2024-08-26,Argentina,85848,125104,76842,209428107,171539945,100708168,481676220
2024-08-27,Argentina,62602,148875,99574,209490709,171688820,100807742,481987271
2024-08-28,Argentina,60313,163231,84457,209551022,171852051,100892199,482295272
2024-08-29,Argentina,199807,59230,119944,209750829,171911281,101012143,482674253
2024-08-30,Argentina,120667,161787,147412,209871496,172073068,101159555,483104119
2024-08-31,Argentina,172785,79823,65396,210044281,172152891,101224951,483422123
2024-09-01,Argentina,58365,63033,112922,210102646,172215924,101337873,483656443
2024-09-02,Argentina,140212,54072,147278,210242858,172269996,101485151,483998005
2024-09-03,Argentina,142313,137146,103793,210385171,172407142,101588944,484381257
2024-09-04,Argentina,104390,145576,119823,210489561,172552718,101708767,484751046
2024-09-05,Argentina,166434,140196,50623,210655995,172692914,101759390,485108299
2024-09-06,Argentina,121675,66170,103819,210777670,172759084,101863209,485399963
2024-09-07,Argentina,164199,156126,99869,210941869,172915210,101963078,485820157
2024-09-08,Argentina,138066,106456,123018,211079935,173021666,102086096,486187697
2024-09-09,Argentina,146929,157892,64671,211226864,173179558,102150767,486557189
2024-09-10,Argentina,94505,41024,96931,211321369,173220582,102247698,486789649
2024-09-11,Argentina,146458,93902,129431,211467827,173314484,102377129,487159440
2024-09-12,Argentina,120665,84236,140902,211588492,173398720,102518031,487505243
2024-09-13,Argentina,91401,46441,54612,211679893,173445161,102572643,487697697
2024-09-14,Argentina,91067,177505,61377,211770960,173622666,102634020,488027646
2024-09-15,Argentina,107371,73215,80903,211878331,173695881,102714923,488289135
2024-09-16,Argentina,89074,44549,56576,211967405,173740430,102771499,488479334
2024-09-17,Argentina,155569,142320,87338,212122974,173882750,102858837,488864561
2024-09-18,Argentina,117399,65461,77910,212240373,173948211,102936747,489125331
2024-09-19,Argentina,72966,123257,109519,212313339,174071468,103046266,489431073
2024-09-20,Argentina,148535,144691,107789,212461874,174216159,103154055,489832088
2024-09-21,Argentina,98033,91531,51411,212559907,174307690,103205466,490073063
2024-09-22,Argentina,191033,57339,129653,212750940,174365029,103335119,490451088
2024-09-23,Argentina,64474,158769,97330,212815414,174523798,103432449,490771661
2024-09-24,Argentina,74610,178698,75024,212890024,174702496,103507473,491099993
2024-09-25,Argentina,61593,122058,115618,212951617,174824554,103623091,491399262
2024-09-26,Argentina,151178,58297,143645,213102795,174882851,103766736,491752382
2024-09-27,Argentina,181252,176021,84072,213284047,175058872,103850808,492193727
2024-09-28,Argentina,72993,140747,131745,213357040,175199619,103982553,492539212
2024-09-29,Argentina,115089,151129,128217,213472129,175350748,104110770,492933647
2024-09-30,Argentina,113845,62286,122377,213585974,175413034,104233147,493232155
2024-10-01,Argentina,91346,100882,96786,213677320,175513916,104329933,493521169
2024-10-02,Argentina,185571,104042,103021,213862891,175617958,104432954,493913803
2024-10-03,Argentina,177161,174507,70668,214040052,175792465,104503622,494336139
2024-10-04,Argentina,107946,138437,85669,214147998,175930902,104589291,494668191
2024-10-05,Argentina,59853,104104,108366,214207851,176035006,104697657,494940514
2024-10-06,Argentina,54417,157388,88767,214262268,176192394,104786424,495241086
2024-10-07,Argentina,109564,56988,128886,214371832,176249382,104915310,495536524
2024-10-08,Argentina,69090,129601,100276,214440922,176378983,105015586,495835491
2024-10-09,Argentina,106387,71894,51772,214547309,176450877,105067358,496065544
2024-10-10,Argentina,51903,111018,113450,214599212,176561895,105180808,496341915
2024-10-11,Argentina,199518,123019,53158,214798730,176684914,105233966,496717610
2024-10-12,Argentina,86212,151443,134693,214884942,176836357,105368659,497089958
2024-10-13,Argentina,159219,152423,124012,215044161,176988780,105492671,497525612
2024-10-14,Argentina,80719,50338,65702,215124880,177039118,105558373,497722371
2024-10-15,Argentina,129221,142297,78903,215254101,177181415,105637276,498072792
2024-10-16,Argentina,72762,54086,127195,215326863,177235501,105764471,498326835
2024-10-17,Argentina,199211,56350,89505,215526074,177291851,105853976,498671901
2024-10-18,Argentina,161802,101658,130546,215687876,177393509,105984522,499065907
2024-10-19,Argentina,93507,123622,58150,215781383,177517131,106042672,499341186
2024-10-20,Argentina,134945,158486,120940,215916328,177675617,106163612,499755557
2024-10-21,Argentina,114645,162567,75076,216030973,177838184,106238688,500107845
2024-10-22,Argentina,60867,141146,66513,216091840,177979330,106305201,500376371
2024-10-23,Argentina,180865,142179,67619,216272705,178121509,106372820,500767034
2024-10-24,Argentina,50005,69751,52962,216322710,178191260,106425782,500939752
2024-10-25,Argentina,144605,41251,60682,216467315,178232511,106486464,501186290
2024-10-26,Argentina,71211,110080,149668,216538526,178342591,106636132,501517249
2024-10-27,Argentina,66510,148902,147242,216605036,178491493,106783374,501879903
2024-10-28,Argentina,84394,86025,149833,216689430,178577518,106933207,502200155
2024-10-29,Argentina,105749,172660,127989,216795179,178750178,107061196,502606553
2024-10-30,Argentina,88732,137853,76715,216883911,178888031,107137911,502909853
2024-10-31,Argentina,70192,70684,119406,216954103,178958715,107257317,503170135
2024-11-01,Argentina,63466,123448,136441,217017569,179082163,107393758,503493490
2024-11-02,Argentina,197850,104956,70831,217215419,179187119,107464589,503867127
2024-11-03,Argentina,71978,156081,53058,217287397,179343200,107517647,504148244
2024-11-04,Argentina,127354,64811,136617,217414751,179408011,107654264,504477026
2024-11-05,Argentina,83423,115224,87198,217498174,179523235,107741462,504762871
2024-11-06,Argentina,84608,172790,110872,217582782,179696025,107852334,505131141
2024-11-07,Argentina,192255,99528,106323,217775037,179795553,107958657,505529247
2024-11-08,Argentina,91207,53099,92562,217866244,179848652,108051219,505766115
2024-11-09,Argentina,177102,91898,62557,218043346,179940550,108113776,506097672
2024-11-10,Argentina,174693,76402,130026,218218039,180016952,108243802,506478793
2024-11-11,Argentina,50410,43495,117674,218268449,180060447,108361476,506690372
2024-11-12,Argentina,181499,114481,111907,218449948,180174928,108473383,507098259
2021-01-16,Colombia,54061,0,0,54061,0,0,54061
2021-01-17,Colombia,69866,0,0,123927,0,0,123927
2021-01-18,Colombia,36107,0,0,160034,0,0,160034
2021-01-19,Colombia,33410,0,0,193444,0,0,193444
2021-01-20,Colombia,76726,0,0,270170,0,0,270170
2021-01-21,Colombia,54626,0,0,324796,0,0,324796
2021-01-22,Colombia,14394,0,0,339190,0,0,339190
2021-01-23,Colombia,22599,0,0,361789,0,0,361789
2021-01-24,Colombia,62583,0,0,424372,0,0,424372
2021-01-25,Colombia,78923,0,0,503295,0,0,503295
2021-01-26,Colombia,31801,0,0,535096,0,0,535096
2021-01-27,Colombia,13402,0,0,548498,0,0,548498
2021-01-28,Colombia,22521,0,0,571019,0,0,571019
2021-01-29,Colombia,65596,0,0,636615,0,0,636615
2021-01-30,Colombia,51764,0,0,688379,0,0,688379
2021-01-31,Colombia,68486,0,0,756865,0,0,756865
2021-02-01,Colombia,43761,0,0,800626,0,0,800626
2021-02-02,Colombia,99145,0,0,899771,0,0,899771
2021-02-03,Colombia,54285,0,0,954056,0,0,954056
2021-02-04,Colombia,59772,0,0,1013828,0,0,1013828
2021-02-05,Colombia,86944,0,0,1100772,0,0,1100772
2021-02-06,Colombia,67770,0,0,1168542,0,0,1168542
2021-02-07,Colombia,33936,0,0,1202478,0,0,1202478
2021-02-08,Colombia,25630,0,0,1228108,0,0,1228108
2021-02-09,Colombia,43172,0,0,1271280,0,0,1271280
2021-02-10,Colombia,75091,0,0,1346371,0,0,1346371
2021-02-11,Colombia,86272,0,0,1432643,0,0,1432643
2021-02-12,Colombia,25493,0,0,1458136,0,0,1458136
2021-02-13,Colombia,67918,0,0,1526054,0,0,1526054
2021-02-14,Colombia,57904,0,0,1583958,0,0,1583958
2021-02-15,Colombia,12048,0,0,1596006,0,0,1596006
2021-02-16,Colombia,69621,24013,0,1665627,24013,0,1689640
2021-02-17,Colombia,83226,37469,0,1748853,61482,0,1810335
2021-02-18,Colombia,57939,35622,0,1806792,97104,0,1903896
2021-02-19,Colombia,79112,41140,0,1885904,138244,0,2024148
2021-02-20,Colombia,60388,5273,0,1946292,143517,0,2089809
2021-02-21,Colombia,37963,36441,0,1984255,179958,0,2164213
2021-02-22,Colombia,18358,7617,0,2002613,187575,0,2190188
2021-02-23,Colombia,77833,37090,0,2080446,224665,0,2305111
2021-02-24,Colombia,56449,17275,0,2136895,241940,0,2378835
2021-02-25,Colombia,77243,20228,0,2214138,262168,0,2476306
2021-02-26,Colombia,38499,20581,0,2252637,282749,0,2535386
2021-02-27,Colombia,20832,36099,0,2273469,318848,0,2592317
2021-02-28,Colombia,47635,6210,0,2321104,325058,0,2646162
2021-03-01,Colombia,94566,8300,0,2415670,333358,0,2749028
2021-03-02,Colombia,31058,45842,0,2446728,379200,0,2825928
2021-03-03,Colombia,46675,17327,0,2493403,396527,0,2889930
2021-03-04,Colombia,19919,19672,0,2513322,416199,0,2929521
2021-03-05,Colombia,47351,27219,0,2560673,443418,0,3004091
2021-03-06,Colombia,45217,34895,0,2605890,478313,0,3084203
2021-03-07,Colombia,15231,9217,0,2621121,487530,0,3108651
2021-03-08,Colombia,29556,35514,0,2650677,523044,0,3173721
2021-03-09,Colombia,29836,36820,0,2680513,559864,0,3240377
2021-03-10,Colombia,64499,31124,0,2745012,590988,0,3336000
2021-03-11,Colombia,76823,48489,0,2821835,639477,0,3461312
2021-03-12,Colombia,78151,48914,0,2899986,688391,0,3588377
2021-03-13,Colombia,94492,37076,0,2994478,725467,0,3719945
2021-03-14,Colombia,60021,34332,0,3054499,759799,0,3814298
2021-03-15,Colombia,38006,36673,0,3092505,796472,0,3888977
2021-03-16,Colombia,37269,20492,0,3129774,816964,0,3946738
2021-03-17,Colombia,94422,46158,0,3224196,863122,0,4087318
2021-03-18,Colombia,96657,37555,0,3320853,900677,0,4221530
2021-03-19,Colombia,45537,36190,0,3366390,936867,0,4303257
2021-03-20,Colombia,70567,34881,0,3436957,971748,0,4408705
2021-03-21,Colombia,30968,9154,0,3467925,980902,0,4448827
2021-03-22,Colombia,21394,20061,0,3489319,1000963,0,4490282
2021-03-23,Colombia,61388,23603,0,3550707,1024566,0,4575273
2021-03-24,Colombia,63960,5081,0,3614667,1029647,0,4644314
2021-03-25,Colombia,44703,48633,0,3659370,1078280,0,4737650
2021-03-26,Colombia,92852,33223,0,3752222,1111503,0,4863725
2021-03-27,Colombia,24255,32518,0,3776477,1144021,0,4920498
2021-03-28,Colombia,83153,5505,0,3859630,1149526,0,5009156
2021-03-29,Colombia,88411,23115,0,3948041,1172641,0,5120682
2021-03-30,Colombia,69372,20175,0,4017413,1192816,0,5210229
2021-03-31,Colombia,36435,34814,0,4053848,1227630,0,5281478
2021-04-01,Colombia,33522,21579,0,4087370,1249209,0,5336579
2021-04-02,Colombia,98686,36257,0,4186056,1285466,0,5471522
2021-04-03,Colombia,93781,31003,0,4279837,1316469,0,5596306
2021-04-04,Colombia,42302,28695,0,4322139,1345164,0,5667303
2021-04-05,Colombia,29671,34259,0,4351810,1379423,0,5731233
2021-04-06,Colombia,11541,32427,0,4363351,1411850,0,5775201
2021-04-07,Colombia,55995,33064,0,4419346,1444914,0,5864260
2021-04-08,Colombia,26838,12886,0,4446184,1457800,0,5903984
2021-04-09,Colombia,28998,41546,0,4475182,1499346,0,5974528
2021-04-10,Colombia,81721,23495,0,4556903,1522841,0,6079744
2021-04-11,Colombia,13941,34811,0,4570844,1557652,0,6128496
2021-04-12,Colombia,83548,25999,0,4654392,1583651,0,6238043
2021-04-13,Colombia,94794,40244,0,4749186,1623895,0,6373081
2021-04-14,Colombia,43211,33691,0,4792397,1657586,0,6449983
2021-04-15,Colombia,25951,43736,0,4818348,1701322,0,6519670
2021-04-16,Colombia,375969,353298,0,5194317,2054620,0,7248937
2021-04-17,Colombia,341531,82771,0,5535848,2137391,0,7673239
2021-04-18,Colombia,175237,217667,0,5711085,2355058,0,8066143
2021-04-19,Colombia,127299,316465,0,5838384,2671523,0,8509907
2021-04-20,Colombia,466941,295910,0,6305325,2967433,0,9272758
2021-04-21,Colombia,216233,76057,0,6521558,3043490,0,9565048
2021-04-22,Colombia,457404,373834,0,6978962,3417324,0,10396286
2021-04-23,Colombia,251349,327446,0,7230311,3744770,0,10975081
2021-04-24,Colombia,145954,143239,0,7376265,3888009,0,11264274
2021-04-25,Colombia,444864,338284,0,7821129,4226293,0,12047422
2021-04-26,Colombia,388313,102072,0,8209442,4328365,0,12537807
2021-04-27,Colombia,431048,217333,0,8640490,4545698,0,13186188
2021-04-28,Colombia,279684,390496,0,8920174,4936194,0,13856368
2021-04-29,Colombia,297611,99081,0,9217785,5035275,0,14253060
2021-04-30,Colombia,413472,188828,0,9631257,5224103,0,14855360
2021-05-01,Colombia,290810,228290,0,9922067,5452393,0,15374460
2021-05-02,Colombia,222237,333967,0,10144304,5786360,0,15930664
2021-05-03,Colombia,171591,121161,0,10315895,5907521,0,16223416
2021-05-04,Colombia,313003,169811,0,10628898,6077332,0,16706230
2021-05-05,Colombia,281226,216215,0,10910124,6293547,0,17203671
2021-05-06,Colombia,352995,238262,0,11263119,6531809,0,17794928
2021-05-07,Colombia,241951,205220,0,11505070,6737029,0,18242099
2021-05-08,Colombia,444611,262621,0,11949681,6999650,0,18949331
2021-05-09,Colombia,200630,89240,0,12150311,7088890,0,19239201
2021-05-10,Colombia,154095,221918,0,12304406,7310808,0,19615214
2021-05-11,Colombia,279206,106026,0,12583612,7416834,0,20000446
