date,state,country,hospital_admissions,icu_admissions,ventilator_usage,available_beds,available_icu_beds
2022-09-12,Maharashtra,India,31,6,2,967,28
2022-09-12,Karnataka,India,74,17,7,187,16
2022-09-12,Kerala,India,261,60,27,550,43
2022-09-12,Tamil Nadu,India,143,28,8,256,61
2022-09-12,Delhi,India,76,17,7,788,43
2022-09-12,Uttar Pradesh,India,68,14,6,449,18
2022-09-12,West Bengal,India,65,14,5,613,96
2022-09-12,Gujarat,India,79,18,7,428,14
2022-09-12,Rajasthan,India,43,9,4,106,33
2022-09-12,Madhya Pradesh,India,197,35,17,397,76
2022-09-13,Maharashtra,India,38,8,3,559,34
2022-09-13,Karnataka,India,173,31,9,839,23
2022-09-13,Kerala,India,109,26,10,649,21
2022-09-13,Tamil Nadu,India,202,44,16,444,19
2022-09-13,Delhi,India,59,12,5,170,12
2022-09-13,Uttar Pradesh,India,69,16,7,880,56
2022-09-13,West Bengal,India,74,12,3,790,18
2022-09-13,Gujarat,India,194,34,16,445,42
2022-09-13,Rajasthan,India,261,44,14,555,67
2022-09-13,Madhya Pradesh,India,209,45,21,178,53
2022-09-14,Maharashtra,India,163,38,17,256,18
2022-09-14,Karnataka,India,179,29,14,508,29
2022-09-14,Kerala,India,36,8,3,587,92
2022-09-14,Tamil Nadu,India,41,8,3,235,12
2022-09-14,Delhi,India,122,26,9,112,90
2022-09-14,Uttar Pradesh,India,136,22,7,564,34
2022-09-14,West Bengal,India,52,8,2,913,100
2022-09-14,Gujarat,India,52,10,4,345,26
2022-09-14,Rajasthan,India,201,49,17,424,79
2022-09-14,Madhya Pradesh,India,120,23,7,908,40
2022-09-15,Maharashtra,India,87,19,8,759,86
2022-09-15,Karnataka,India,41,7,2,669,84
2022-09-15,Kerala,India,52,10,4,776,11
2022-09-15,Tamil Nadu,India,28,4,1,805,91
2022-09-15,Delhi,India,89,21,6,842,52
2022-09-15,Uttar Pradesh,India,256,51,23,106,64
2022-09-15,West Bengal,India,163,26,12,194,56
2022-09-15,Gujarat,India,73,16,5,343,56
2022-09-15,Rajasthan,India,56,10,4,500,70
2022-09-15,Madhya Pradesh,India,102,18,8,318,88
2022-09-16,Maharashtra,India,37,8,2,257,48
2022-09-16,Karnataka,India,116,27,11,306,50
2022-09-16,Kerala,India,166,37,15,810,42
2022-09-16,Tamil Nadu,India,193,28,10,115,65
2022-09-16,Delhi,India,282,59,23,334,73
2022-09-16,Uttar Pradesh,India,257,45,17,725,42
2022-09-16,West Bengal,India,94,21,6,573,55
2022-09-16,Gujarat,India,87,18,6,685,33
2022-09-16,Rajasthan,India,226,46,21,448,24
2022-09-16,Madhya Pradesh,India,199,36,12,388,56
2022-09-17,Maharashtra,India,135,33,12,148,42
2022-09-17,Karnataka,India,229,47,18,722,90
2022-09-17,Kerala,India,182,44,18,853,68
2022-09-17,Tamil Nadu,India,33,6,2,743,32
2022-09-17,Delhi,India,197,47,15,475,56
2022-09-17,Uttar Pradesh,India,260,39,16,976,59
2022-09-17,West Bengal,India,91,21,9,960,41
2022-09-17,Gujarat,India,44,7,2,452,86
2022-09-17,Rajasthan,India,116,25,8,486,99
2022-09-17,Madhya Pradesh,India,139,30,9,450,100
2022-09-18,Maharashtra,India,50,11,5,185,82
2022-09-18,Karnataka,India,69,10,3,387,11
2022-09-18,Kerala,India,69,12,5,530,61
2022-09-18,Tamil Nadu,India,58,13,5,961,15
2022-09-18,Delhi,India,150,27,13,193,70
2022-09-18,Uttar Pradesh,India,179,38,12,417,53
2022-09-18,West Bengal,India,286,49,17,170,100
2022-09-18,Gujarat,India,211,41,14,561,87
2022-09-18,Rajasthan,India,87,16,5,709,40
2022-09-18,Madhya Pradesh,India,45,8,3,328,45
2022-09-19,Maharashtra,India,92,16,5,365,77
2022-09-19,Karnataka,India,63,10,3,890,63
2022-09-19,Kerala,India,88,21,9,955,59
2022-09-19,Tamil Nadu,India,91,13,4,491,61
2022-09-19,Delhi,India,92,18,8,776,66
2022-09-19,Uttar Pradesh,India,72,15,6,991,82
2022-09-19,West Bengal,India,154,28,12,995,100
2022-09-19,Gujarat,India,116,17,7,786,35
2022-09-19,Rajasthan,India,95,16,7,157,36
2022-09-19,Madhya Pradesh,India,145,27,8,516,10
2022-09-20,Maharashtra,India,139,25,8,471,10
2022-09-20,Karnataka,India,123,25,9,855,97
2022-09-20,Kerala,India,135,29,13,621,56
2022-09-20,Tamil Nadu,India,40,6,2,646,42
2022-09-20,Delhi,India,125,19,8,305,74
2022-09-20,Uttar Pradesh,India,223,55,22,153,10
2022-09-20,West Bengal,India,208,32,11,865,73
2022-09-20,Gujarat,India,42,9,3,614,61
2022-09-20,Rajasthan,India,128,23,8,237,30
2022-09-20,Madhya Pradesh,India,66,10,3,423,22
2022-09-21,Maharashtra,India,81,14,4,383,25
2022-09-21,Karnataka,India,92,17,6,368,17
2022-09-21,Kerala,India,152,37,12,822,53
2022-09-21,Tamil Nadu,India,188,31,13,929,53
2022-09-21,Delhi,India,133,33,13,893,47
2022-09-21,Uttar Pradesh,India,226,35,15,846,20
2022-09-21,West Bengal,India,27,5,2,778,11
2022-09-21,Gujarat,India,52,10,3,413,49
2022-09-21,Rajasthan,India,106,24,11,184,98
2022-09-21,Madhya Pradesh,India,179,30,11,444,18
2022-09-22,Maharashtra,India,78,16,6,157,71
2022-09-22,Karnataka,India,75,12,4,151,85
2022-09-22,Kerala,India,32,5,1,147,40
2022-09-22,Tamil Nadu,India,106,21,9,648,39
2022-09-22,Delhi,India,43,10,4,207,43
2022-09-22,Uttar Pradesh,India,134,25,8,122,43
2022-09-22,West Bengal,India,25,4,1,709,46
2022-09-22,Gujarat,India,76,16,6,475,53
2022-09-22,Rajasthan,India,102,17,6,597,86
2022-09-22,Madhya Pradesh,India,128,24,7,576,35
2022-09-23,Maharashtra,India,161,38,12,298,59
2022-09-23,Karnataka,India,135,29,10,815,87
2022-09-23,Kerala,India,28,5,1,752,78
2022-09-23,Tamil Nadu,India,115,27,10,475,96
2022-09-23,Delhi,India,178,32,11,967,85
2022-09-23,Uttar Pradesh,India,150,37,13,673,68
2022-09-23,West Bengal,India,238,37,17,504,70
2022-09-23,Gujarat,India,220,36,13,921,23
2022-09-23,Rajasthan,India,140,22,8,253,70
2022-09-23,Madhya Pradesh,India,163,35,11,112,74
2022-09-24,Maharashtra,India,96,15,5,609,89
2022-09-24,Karnataka,India,157,35,11,567,20
2022-09-24,Kerala,India,53,8,3,338,87
2022-09-24,Tamil Nadu,India,44,7,2,319,18
2022-09-24,Delhi,India,172,37,13,706,55
2022-09-24,Uttar Pradesh,India,67,12,4,168,46
2022-09-24,West Bengal,India,115,18,8,462,98
2022-09-24,Gujarat,India,62,9,2,990,86
2022-09-24,Rajasthan,India,183,38,15,516,52
2022-09-24,Madhya Pradesh,India,169,31,12,506,86
2022-09-25,Maharashtra,India,54,9,4,722,29
2022-09-25,Karnataka,India,54,8,3,580,98
2022-09-25,Kerala,India,224,36,12,665,86
2022-09-25,Tamil Nadu,India,157,31,13,425,28
2022-09-25,Delhi,India,234,52,20,334,35
2022-09-25,Uttar Pradesh,India,142,23,8,126,65
2022-09-25,West Bengal,India,53,12,3,239,42
2022-09-25,Gujarat,India,161,37,11,554,84
2022-09-25,Rajasthan,India,126,20,9,503,69
2022-09-25,Madhya Pradesh,India,251,60,29,649,39
2022-09-26,Maharashtra,India,233,35,15,576,23
2022-09-26,Karnataka,India,131,31,14,240,56
2022-09-26,Kerala,India,185,40,12,509,51
2022-09-26,Tamil Nadu,India,192,41,12,506,20
2022-09-26,Delhi,India,41,7,2,374,37
2022-09-26,Uttar Pradesh,India,258,62,29,684,84
2022-09-26,West Bengal,India,153,24,8,105,50
2022-09-26,Gujarat,India,268,57,24,661,72
2022-09-26,Rajasthan,India,219,49,17,266,20
2022-09-26,Madhya Pradesh,India,104,16,6,490,98
2022-09-27,Maharashtra,India,181,31,13,502,10
2022-09-27,Karnataka,India,227,40,14,398,24
2022-09-27,Kerala,India,92,17,8,296,76
2022-09-27,Tamil Nadu,India,144,27,10,478,57
2022-09-27,Delhi,India,235,43,17,538,79
2022-09-27,Uttar Pradesh,India,58,10,4,611,83
2022-09-27,West Bengal,India,72,14,5,464,81
2022-09-27,Gujarat,India,95,16,5,422,72
2022-09-27,Rajasthan,India,233,44,15,684,96
2022-09-27,Madhya Pradesh,India,124,19,6,116,79
2022-09-28,Maharashtra,India,140,30,11,277,57
2022-09-28,Karnataka,India,72,14,5,259,79
2022-09-28,Kerala,India,87,14,5,435,45
2022-09-28,Tamil Nadu,India,105,24,11,533,74
2022-09-28,Delhi,India,34,8,3,600,70
2022-09-28,Uttar Pradesh,India,62,10,3,167,29
2022-09-28,West Bengal,India,133,25,11,386,41
2022-09-28,Gujarat,India,94,22,8,792,13
2022-09-28,Rajasthan,India,42,7,3,737,87
2022-09-28,Madhya Pradesh,India,50,11,3,347,42
2022-09-29,Maharashtra,India,105,26,10,425,40
2022-09-29,Karnataka,India,140,28,8,544,92
2022-09-29,Kerala,India,112,16,6,601,93
2022-09-29,Tamil Nadu,India,171,34,16,626,95
2022-09-29,Delhi,India,200,49,23,920,83
2022-09-29,Uttar Pradesh,India,242,44,18,618,49
2022-09-29,West Bengal,India,139,23,7,213,58
2022-09-29,Gujarat,India,55,8,3,639,22
2022-09-29,Rajasthan,India,38,7,2,570,84
2022-09-29,Madhya Pradesh,India,113,25,10,123,43
2022-09-30,Maharashtra,India,188,45,17,586,48
2022-09-30,Karnataka,India,193,43,13,714,34
2022-09-30,Kerala,India,37,5,2,379,55
2022-09-30,Tamil Nadu,India,251,44,21,564,84
2022-09-30,Delhi,India,84,20,6,697,44
2022-09-30,Uttar Pradesh,India,126,29,13,479,56
2022-09-30,West Bengal,India,148,26,10,384,98
2022-09-30,Gujarat,India,165,35,14,555,10
2022-09-30,Rajasthan,India,130,29,12,343,89
2022-09-30,Madhya Pradesh,India,79,16,6,501,37
2022-10-01,Maharashtra,India,158,32,14,377,74
2022-10-01,Karnataka,India,260,41,20,305,11
2022-10-01,Kerala,India,129,27,8,565,47
2022-10-01,Tamil Nadu,India,271,55,22,168,47
2022-10-01,Delhi,India,41,9,4,169,99
2022-10-01,Uttar Pradesh,India,208,46,15,445,96
2022-10-01,West Bengal,India,242,39,19,535,24
2022-10-01,Gujarat,India,68,14,4,558,26
2022-10-01,Rajasthan,India,196,37,16,346,45
2022-10-01,Madhya Pradesh,India,81,13,4,983,89
2022-10-02,Maharashtra,India,186,39,17,729,87
2022-10-02,Karnataka,India,49,10,3,719,99
2022-10-02,Kerala,India,194,31,9,385,100
2022-10-02,Tamil Nadu,India,78,13,5,924,38
2022-10-02,Delhi,India,171,39,18,536,37
2022-10-02,Uttar Pradesh,India,206,32,11,113,71
2022-10-02,West Bengal,India,235,52,18,443,99
2022-10-02,Gujarat,India,221,49,16,219,74
2022-10-02,Rajasthan,India,107,19,8,457,93
2022-10-02,Madhya Pradesh,India,123,25,12,468,45
2022-10-03,Maharashtra,India,175,26,10,496,42
2022-10-03,Karnataka,India,266,62,29,473,64
2022-10-03,Kerala,India,34,7,2,123,10
2022-10-03,Tamil Nadu,India,238,38,15,740,97
2022-10-03,Delhi,India,175,30,10,289,35
2022-10-03,Uttar Pradesh,India,79,17,8,466,55
2022-10-03,West Bengal,India,196,34,14,758,25
2022-10-03,Gujarat,India,179,27,9,958,84
2022-10-03,Rajasthan,India,125,20,8,816,69
2022-10-03,Madhya Pradesh,India,92,16,4,459,45
2022-10-04,Maharashtra,India,107,18,5,262,46
2022-10-04,Karnataka,India,73,11,5,727,29
2022-10-04,Kerala,India,184,44,13,458,11
2022-10-04,Tamil Nadu,India,87,14,4,109,72
2022-10-04,Delhi,India,129,24,7,171,32
2022-10-04,Uttar Pradesh,India,232,39,18,157,80
2022-10-04,West Bengal,India,224,45,17,302,59
2022-10-04,Gujarat,India,61,11,4,156,98
2022-10-04,Rajasthan,India,189,46,14,360,31
2022-10-04,Madhya Pradesh,India,145,21,6,419,58
2022-10-05,Maharashtra,India,36,8,2,963,72
2022-10-05,Karnataka,India,20,4,1,671,49
2022-10-05,Kerala,India,236,37,11,845,12
2022-10-05,Tamil Nadu,India,139,31,15,996,45
2022-10-05,Delhi,India,49,11,4,750,72
2022-10-05,Uttar Pradesh,India,82,19,6,298,77
2022-10-05,West Bengal,India,146,22,10,990,43
2022-10-05,Gujarat,India,214,51,19,933,42
2022-10-05,Rajasthan,India,114,25,10,157,24
2022-10-05,Madhya Pradesh,India,48,8,3,977,32
2022-10-06,Maharashtra,India,235,48,18,730,76
2022-10-06,Karnataka,India,46,9,4,257,86
2022-10-06,Kerala,India,153,25,9,512,59
2022-10-06,Tamil Nadu,India,128,22,10,271,16
2022-10-06,Delhi,India,113,18,7,395,93
2022-10-06,Uttar Pradesh,India,97,16,7,364,77
2022-10-06,West Bengal,India,52,12,5,631,31
2022-10-06,Gujarat,India,97,21,9,641,22
2022-10-06,Rajasthan,India,54,11,5,319,85
2022-10-06,Madhya Pradesh,India,191,30,9,516,28
2022-10-07,Maharashtra,India,104,21,10,905,56
2022-10-07,Karnataka,India,187,42,14,953,17
2022-10-07,Kerala,India,196,33,11,157,79
2022-10-07,Tamil Nadu,India,35,7,3,169,33
2022-10-07,Delhi,India,216,35,12,335,38
2022-10-07,Uttar Pradesh,India,174,34,10,664,73
2022-10-07,West Bengal,India,38,7,3,719,64
2022-10-07,Gujarat,India,63,14,4,331,51
2022-10-07,Rajasthan,India,105,22,10,213,43
2022-10-07,Madhya Pradesh,India,95,18,7,320,98
2022-10-08,Maharashtra,India,28,6,2,535,61
2022-10-08,Karnataka,India,202,31,14,496,12
2022-10-08,Kerala,India,173,35,16,233,92
2022-10-08,Tamil Nadu,India,48,9,2,949,67
2022-10-08,Delhi,India,206,50,22,742,47
2022-10-08,Uttar Pradesh,India,30,7,2,607,91
2022-10-08,West Bengal,India,39,8,3,936,85
2022-10-08,Gujarat,India,139,31,14,632,38
2022-10-08,Rajasthan,India,227,53,26,809,60
2022-10-08,Madhya Pradesh,India,89,16,7,280,36
2022-10-09,Maharashtra,India,152,32,10,235,73
2022-10-09,Karnataka,India,193,31,13,784,81
2022-10-09,Kerala,India,224,49,17,731,45
2022-10-09,Tamil Nadu,India,192,32,9,406,24
2022-10-09,Delhi,India,140,33,14,989,95
2022-10-09,Uttar Pradesh,India,107,16,6,809,42
2022-10-09,West Bengal,India,201,31,11,751,46
2022-10-09,Gujarat,India,40,9,3,653,39
2022-10-09,Rajasthan,India,74,16,7,957,84
2022-10-09,Madhya Pradesh,India,175,31,11,226,77
2022-10-10,Maharashtra,India,76,13,5,831,28
2022-10-10,Karnataka,India,60,10,4,601,91
2022-10-10,Kerala,India,192,43,19,434,41
2022-10-10,Tamil Nadu,India,86,20,6,517,13
2022-10-10,Delhi,India,34,5,1,652,33
2022-10-10,Uttar Pradesh,India,58,12,4,991,91
2022-10-10,West Bengal,India,231,54,16,534,49
2022-10-10,Gujarat,India,153,29,12,959,42
2022-10-10,Rajasthan,India,132,24,7,861,68
2022-10-10,Madhya Pradesh,India,262,41,17,471,71
2022-10-11,Maharashtra,India,60,9,2,519,41
2022-10-11,Karnataka,India,250,49,18,146,33
2022-10-11,Kerala,India,212,31,13,876,56
2022-10-11,Tamil Nadu,India,215,46,22,806,51
2022-10-11,Delhi,India,160,38,11,178,85
2022-10-11,Uttar Pradesh,India,69,11,5,456,25
2022-10-11,West Bengal,India,190,39,13,320,48
2022-10-11,Gujarat,India,181,35,12,718,67
2022-10-11,Rajasthan,India,157,32,14,625,28
2022-10-11,Madhya Pradesh,India,64,14,5,193,52
2022-10-12,Maharashtra,India,226,42,20,911,12
2022-10-12,Karnataka,India,33,5,1,968,91
2022-10-12,Kerala,India,200,34,10,205,98
2022-10-12,Tamil Nadu,India,149,31,11,722,60
2022-10-12,Delhi,India,266,48,19,384,66
2022-10-12,Uttar Pradesh,India,230,53,16,867,11
2022-10-12,West Bengal,India,77,17,8,499,79
2022-10-12,Gujarat,India,65,11,5,971,92
2022-10-12,Rajasthan,India,24,5,2,334,99
2022-10-12,Madhya Pradesh,India,70,11,3,641,29
2022-10-13,Maharashtra,India,147,33,12,569,24
2022-10-13,Karnataka,India,95,19,8,177,66
2022-10-13,Kerala,India,259,46,17,898,90
2022-10-13,Tamil Nadu,India,82,16,5,361,75
2022-10-13,Delhi,India,79,13,6,890,38
2022-10-13,Uttar Pradesh,India,105,24,11,216,87
2022-10-13,West Bengal,India,118,20,7,378,33
2022-10-13,Gujarat,India,180,36,12,836,84
2022-10-13,Rajasthan,India,200,36,11,467,90
2022-10-13,Madhya Pradesh,India,199,34,14,383,86
2022-10-14,Maharashtra,India,134,29,13,988,27
2022-10-14,Karnataka,India,160,30,10,136,92
2022-10-14,Kerala,India,226,41,12,366,85
2022-10-14,Tamil Nadu,India,125,30,9,375,89
2022-10-14,Delhi,India,107,22,7,657,68
2022-10-14,Uttar Pradesh,India,163,39,16,658,12
2022-10-14,West Bengal,India,65,12,4,467,56
2022-10-14,Gujarat,India,101,24,11,880,79
2022-10-14,Rajasthan,India,164,33,11,129,71
2022-10-14,Madhya Pradesh,India,126,18,6,221,86
2022-10-15,Maharashtra,India,194,33,11,431,58
2022-10-15,Karnataka,India,212,41,19,314,82
2022-10-15,Kerala,India,220,49,18,912,92
2022-10-15,Tamil Nadu,India,125,21,6,950,12
2022-10-15,Delhi,India,87,17,7,676,58
2022-10-15,Uttar Pradesh,India,204,41,16,205,79
2022-10-15,West Bengal,India,271,43,14,943,65
2022-10-15,Gujarat,India,142,28,12,266,77
2022-10-15,Rajasthan,India,201,40,12,677,71
2022-10-15,Madhya Pradesh,India,169,28,13,626,60
2022-10-16,Maharashtra,India,59,10,3,704,66
2022-10-16,Karnataka,India,37,6,2,574,23
2022-10-16,Kerala,India,67,13,5,225,30
2022-10-16,Tamil Nadu,India,225,50,16,828,95
2022-10-16,Delhi,India,238,40,12,510,33
2022-10-16,Uttar Pradesh,India,42,10,3,916,31
2022-10-16,West Bengal,India,104,22,10,897,24
2022-10-16,Gujarat,India,164,25,10,588,63
2022-10-16,Rajasthan,India,226,50,23,547,71
2022-10-16,Madhya Pradesh,India,103,22,9,286,59
2022-10-17,Maharashtra,India,55,9,4,243,95
2022-10-17,Karnataka,India,56,11,3,573,41
2022-10-17,Kerala,India,167,38,18,346,39
2022-10-17,Tamil Nadu,India,153,38,14,535,96
2022-10-17,Delhi,India,59,9,3,368,74
2022-10-17,Uttar Pradesh,India,280,42,14,731,42
2022-10-17,West Bengal,India,234,55,24,231,19
2022-10-17,Gujarat,India,103,17,7,526,82
2022-10-17,Rajasthan,India,136,31,12,370,82
2022-10-17,Madhya Pradesh,India,170,33,13,194,41
2022-10-18,Maharashtra,India,203,43,15,459,50
2022-10-18,Karnataka,India,136,24,7,813,95
2022-10-18,Kerala,India,148,30,13,895,49
2022-10-18,Tamil Nadu,India,84,12,5,598,50
2022-10-18,Delhi,India,150,28,13,543,91
2022-10-18,Uttar Pradesh,India,67,11,4,438,52
2022-10-18,West Bengal,India,235,43,18,929,76
2022-10-18,Gujarat,India,84,19,7,282,43
2022-10-18,Rajasthan,India,202,47,17,486,13
2022-10-18,Madhya Pradesh,India,71,14,5,960,71
2022-10-19,Maharashtra,India,234,56,18,605,52
2022-10-19,Karnataka,India,33,5,1,385,94
2022-10-19,Kerala,India,101,18,6,875,76
2022-10-19,Tamil Nadu,India,183,40,15,943,63
2022-10-19,Delhi,India,140,21,6,957,47
2022-10-19,Uttar Pradesh,India,43,8,3,571,16
2022-10-19,West Bengal,India,75,17,8,937,50
2022-10-19,Gujarat,India,259,63,24,238,45
2022-10-19,Rajasthan,India,34,5,2,158,46
2022-10-19,Madhya Pradesh,India,125,24,8,617,99
2022-10-20,Maharashtra,India,232,49,23,647,60
2022-10-20,Karnataka,India,271,63,26,536,91
2022-10-20,Kerala,India,43,9,3,966,81
2022-10-20,Tamil Nadu,India,82,12,4,715,49
2022-10-20,Delhi,India,195,36,14,999,56
2022-10-20,Uttar Pradesh,India,250,49,23,426,13
2022-10-20,West Bengal,India,259,40,14,310,53
2022-10-20,Gujarat,India,205,36,12,133,43
2022-10-20,Rajasthan,India,153,29,12,859,27
2022-10-20,Madhya Pradesh,India,110,21,10,420,47
2022-10-21,Maharashtra,India,241,49,16,755,61
2022-10-21,Karnataka,India,160,24,7,143,78
2022-10-21,Kerala,India,257,58,25,686,51
2022-10-21,Tamil Nadu,India,27,5,1,345,50
2022-10-21,Delhi,India,191,37,17,299,64
2022-10-21,Uttar Pradesh,India,53,9,3,954,30
2022-10-21,West Bengal,India,140,22,8,232,81
2022-10-21,Gujarat,India,118,25,7,420,70
2022-10-21,Rajasthan,India,191,47,19,938,60
2022-10-21,Madhya Pradesh,India,38,7,2,265,64
2022-10-22,Maharashtra,India,74,15,5,761,69
2022-10-22,Karnataka,India,80,15,6,901,80
2022-10-22,Kerala,India,166,27,11,988,93
2022-10-22,Tamil Nadu,India,81,14,6,941,33
2022-10-22,Delhi,India,112,18,5,714,88
2022-10-22,Uttar Pradesh,India,219,33,13,393,52
2022-10-22,West Bengal,India,188,42,16,247,28
2022-10-22,Gujarat,India,122,23,8,863,12
2022-10-22,Rajasthan,India,166,41,17,394,98
2022-10-22,Madhya Pradesh,India,32,6,2,436,23
2022-10-23,Maharashtra,India,73,18,6,653,24
2022-10-23,Karnataka,India,261,44,20,529,51
2022-10-23,Kerala,India,138,26,9,422,11
2022-10-23,Tamil Nadu,India,202,41,15,764,42
2022-10-23,Delhi,India,151,26,9,763,10
2022-10-23,Uttar Pradesh,India,142,33,12,559,13
2022-10-23,West Bengal,India,217,34,12,268,42
2022-10-23,Gujarat,India,192,31,15,608,10
2022-10-23,Rajasthan,India,35,8,2,249,35
2022-10-23,Madhya Pradesh,India,289,58,21,301,25
2022-10-24,Maharashtra,India,105,21,9,469,92
2022-10-24,Karnataka,India,44,7,2,118,69
2022-10-24,Kerala,India,98,19,8,389,70
2022-10-24,Tamil Nadu,India,192,30,12,149,14
2022-10-24,Delhi,India,101,22,9,242,95
2022-10-24,Uttar Pradesh,India,119,28,12,968,36
2022-10-24,West Bengal,India,61,13,4,305,54
2022-10-24,Gujarat,India,165,33,12,992,48
2022-10-24,Rajasthan,India,124,23,7,199,48
2022-10-24,Madhya Pradesh,India,51,7,2,735,91
2022-10-25,Maharashtra,India,296,53,16,424,48
2022-10-25,Karnataka,India,125,18,6,939,25
2022-10-25,Kerala,India,256,61,26,664,82
2022-10-25,Tamil Nadu,India,138,33,13,328,39
2022-10-25,Delhi,India,259,41,14,725,80
2022-10-25,Uttar Pradesh,India,267,60,23,835,52
2022-10-25,West Bengal,India,174,34,12,150,24
2022-10-25,Gujarat,India,259,40,17,404,11
2022-10-25,Rajasthan,India,69,10,4,607,57
2022-10-25,Madhya Pradesh,India,229,40,16,696,67
2022-10-26,Maharashtra,India,80,17,8,678,22
2022-10-26,Karnataka,India,170,28,11,924,55
2022-10-26,Kerala,India,268,41,19,573,34
2022-10-26,Tamil Nadu,India,139,32,13,285,11
2022-10-26,Delhi,India,204,49,24,921,58
2022-10-26,Uttar Pradesh,India,76,18,7,906,75
2022-10-26,West Bengal,India,268,50,24,747,77
2022-10-26,Gujarat,India,179,36,14,657,77
2022-10-26,Rajasthan,India,148,36,12,734,83
2022-10-26,Madhya Pradesh,India,83,13,5,605,48
2022-10-27,Maharashtra,India,223,55,20,389,75
2022-10-27,Karnataka,India,90,14,6,446,98
2022-10-27,Kerala,India,177,41,14,173,95
2022-10-27,Tamil Nadu,India,132,32,14,939,55
2022-10-27,Delhi,India,43,7,2,343,25
2022-10-27,Uttar Pradesh,India,22,4,1,468,87
2022-10-27,West Bengal,India,100,24,10,701,48
2022-10-27,Gujarat,India,134,31,15,148,34
2022-10-27,Rajasthan,India,39,8,3,515,36
2022-10-27,Madhya Pradesh,India,68,13,4,123,72
2022-10-28,Maharashtra,India,220,36,14,371,14
2022-10-28,Karnataka,India,86,16,7,891,52
2022-10-28,Kerala,India,225,54,22,248,28
2022-10-28,Tamil Nadu,India,241,38,13,629,65
2022-10-28,Delhi,India,217,37,11,877,62
2022-10-28,Uttar Pradesh,India,204,44,16,942,23
2022-10-28,West Bengal,India,247,39,15,478,68
2022-10-28,Gujarat,India,202,49,24,814,24
2022-10-28,Rajasthan,India,149,28,12,242,64
2022-10-28,Madhya Pradesh,India,192,45,17,461,96
2022-10-29,Maharashtra,India,206,47,22,729,66
2022-10-29,Karnataka,India,49,8,3,893,40
2022-10-29,Kerala,India,158,26,12,824,87
2022-10-29,Tamil Nadu,India,244,55,27,662,63
2022-10-29,Delhi,India,137,25,11,636,26
2022-10-29,Uttar Pradesh,India,183,27,9,186,45
2022-10-29,West Bengal,India,56,9,4,268,66
2022-10-29,Gujarat,India,256,54,19,298,65
2022-10-29,Rajasthan,India,220,43,14,472,21
2022-10-29,Madhya Pradesh,India,38,9,3,737,78
2022-10-30,Maharashtra,India,190,47,16,583,57
2022-10-30,Karnataka,India,39,6,2,962,71
2022-10-30,Kerala,India,237,48,21,893,45
2022-10-30,Tamil Nadu,India,150,30,10,966,34
2022-10-30,Delhi,India,79,12,5,116,31
2022-10-30,Uttar Pradesh,India,146,35,17,759,80
2022-10-30,West Bengal,India,105,16,6,592,87
2022-10-30,Gujarat,India,58,9,4,266,64
2022-10-30,Rajasthan,India,195,31,14,623,63
2022-10-30,Madhya Pradesh,India,120,29,11,989,37
2022-10-31,Maharashtra,India,189,38,13,832,95
2022-10-31,Karnataka,India,187,31,11,480,57
2022-10-31,Kerala,India,129,30,9,349,88
2022-10-31,Tamil Nadu,India,133,25,10,486,67
2022-10-31,Delhi,India,137,33,14,970,10
2022-10-31,Uttar Pradesh,India,217,50,23,374,49
2022-10-31,West Bengal,India,116,25,10,224,12
2022-10-31,Gujarat,India,269,62,29,171,43
2022-10-31,Rajasthan,India,35,8,3,117,15
2022-10-31,Madhya Pradesh,India,85,13,4,543,95
2022-11-01,Maharashtra,India,94,20,8,538,96
2022-11-01,Karnataka,India,50,9,4,343,98
2022-11-01,Kerala,India,312,50,18,296,66
2022-11-01,Tamil Nadu,India,281,48,20,451,69
2022-11-01,Delhi,India,273,56,22,336,30
2022-11-01,Uttar Pradesh,India,34,7,3,719,70
2022-11-01,West Bengal,India,119,28,11,214,66
2022-11-01,Gujarat,India,75,13,4,263,14
2022-11-01,Rajasthan,India,134,30,14,518,70
2022-11-01,Madhya Pradesh,India,40,8,3,272,25
2022-11-02,Maharashtra,India,50,8,3,785,22
2022-11-02,Karnataka,India,67,12,5,178,51
2022-11-02,Kerala,India,195,39,13,877,49
2022-11-02,Tamil Nadu,India,92,15,4,250,94
2022-11-02,Delhi,India,100,15,6,332,91
2022-11-02,Uttar Pradesh,India,57,11,3,289,15
2022-11-02,West Bengal,India,205,47,19,746,57
2022-11-02,Gujarat,India,268,63,26,494,57
2022-11-02,Rajasthan,India,225,37,15,397,16
2022-11-02,Madhya Pradesh,India,129,20,7,328,24
2022-11-03,Maharashtra,India,182,31,10,217,28
2022-11-03,Karnataka,India,281,68,20,308,62
2022-11-03,Kerala,India,247,54,22,257,65
2022-11-03,Tamil Nadu,India,269,44,14,262,22
2022-11-03,Delhi,India,86,20,7,112,74
2022-11-03,Uttar Pradesh,India,177,30,13,754,83
2022-11-03,West Bengal,India,38,8,3,390,36
2022-11-03,Gujarat,India,182,32,9,751,42
2022-11-03,Rajasthan,India,60,13,5,304,67
2022-11-03,Madhya Pradesh,India,169,32,12,299,54
2022-11-04,Maharashtra,India,260,51,20,307,72
2022-11-04,Karnataka,India,191,43,14,371,33
2022-11-04,Kerala,India,173,28,9,161,26
2022-11-04,Tamil Nadu,India,51,8,2,706,78
