date,country,daily_cases,daily_deaths,daily_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered,active_cases
2023-02-13,Turkey,1317,28,1237,1105319,27022,1019845,58452
2023-02-14,Turkey,971,26,919,1106290,27048,1020764,58478
2023-02-15,Turkey,1135,26,1058,1107425,27074,1021822,58529
2023-02-16,Turkey,1364,40,1245,1108789,27114,1023067,58608
2023-02-17,Turkey,1730,44,1598,1110519,27158,1024665,58696
2023-02-18,Turkey,1241,27,1176,1111760,27185,1025841,58734
2023-02-19,Turkey,1379,32,1304,1113139,27217,1027145,58777
2023-02-20,Turkey,1773,47,1655,1114912,27264,1028800,58848
2023-02-21,Turkey,1027,28,952,1115939,27292,1029752,58895
2023-02-22,Turkey,1672,47,1551,1117611,27339,1031303,58969
2023-02-23,Turkey,1078,23,1009,1118689,27362,1032312,59015
2023-02-24,Turkey,1618,46,1504,1120307,27408,1033816,59083
2023-02-25,Turkey,1514,33,1438,1121821,27441,1035254,59126
2023-02-26,Turkey,1585,33,1440,1123406,27474,1036694,59238
2023-02-27,Turkey,1171,30,1100,1124577,27504,1037794,59279
2023-02-28,Turkey,1325,28,1234,1125902,27532,1039028,59342
2023-03-01,Turkey,1709,42,1545,1127611,27574,1040573,59464
2023-03-02,Turkey,1134,24,1069,1128745,27598,1041642,59505
2023-03-03,Turkey,1641,42,1555,1130386,27640,1043197,59549
2023-03-04,Turkey,1113,25,1002,1131499,27665,1044199,59635
2023-03-05,Turkey,1866,54,1695,1133365,27719,1045894,59752
2023-03-06,Turkey,1689,49,1531,1135054,27768,1047425,59861
2023-03-07,Turkey,1472,36,1396,1136526,27804,1048821,59901
2023-03-08,Turkey,1685,42,1560,1138211,27846,1050381,59984
2023-03-09,Turkey,1463,38,1375,1139674,27884,1051756,60034
2023-03-10,Turkey,1801,52,1636,1141475,27936,1053392,60147
2023-03-11,Turkey,1934,43,1821,1143409,27979,1055213,60217
2023-03-12,Turkey,1458,37,1374,1144867,28016,1056587,60264
2023-03-13,Turkey,1635,43,1472,1146502,28059,1058059,60384
2023-03-14,Turkey,1659,42,1533,1148161,28101,1059592,60468
2023-03-15,Turkey,1979,40,1818,1150140,28141,1061410,60589
2023-03-16,Turkey,1523,34,1371,1151663,28175,1062781,60707
2023-03-17,Turkey,1719,51,1615,1153382,28226,1064396,60760
2023-03-18,Turkey,1584,40,1501,1154966,28266,1065897,60803
2023-03-19,Turkey,1262,29,1195,1156228,28295,1067092,60841
2023-03-20,Turkey,1305,28,1216,1157533,28323,1068308,60902
2023-03-21,Turkey,1759,51,1667,1159292,28374,1069975,60943
2023-03-22,Turkey,1254,32,1167,1160546,28406,1071142,60998
2023-03-23,Turkey,1723,46,1600,1162269,28452,1072742,61075
2023-03-24,Turkey,2225,46,2051,1164494,28498,1074793,61203
2023-03-25,Turkey,1652,42,1491,1166146,28540,1076284,61322
2023-03-26,Turkey,1697,48,1569,1167843,28588,1077853,61402
2023-03-27,Turkey,1796,44,1678,1169639,28632,1079531,61476
2023-03-28,Turkey,1943,54,1824,1171582,28686,1081355,61541
2023-03-29,Turkey,2108,45,1960,1173690,28731,1083315,61644
2023-03-30,Turkey,1757,40,1641,1175447,28771,1084956,61720
2023-03-31,Turkey,1591,35,1442,1177038,28806,1086398,61834
2023-04-01,Turkey,1929,51,1778,1178967,28857,1088176,61934
2023-04-02,Turkey,2339,56,2162,1181306,28913,1090338,62055
2023-04-03,Turkey,1691,50,1606,1182997,28963,1091944,62090
2023-04-04,Turkey,2295,64,2149,1185292,29027,1094093,62172
2023-04-05,Turkey,1972,54,1808,1187264,29081,1095901,62282
2023-04-06,Turkey,2044,59,1917,1189308,29140,1097818,62350
2023-04-07,Turkey,1712,42,1608,1191020,29182,1099426,62412
2023-04-08,Turkey,1696,45,1581,1192716,29227,1101007,62482
2023-04-09,Turkey,1413,34,1277,1194129,29261,1102284,62584
2023-04-10,Turkey,2307,63,2157,1196436,29324,1104441,62671
2023-04-11,Turkey,2446,54,2224,1198882,29378,1106665,62839
2023-04-12,Turkey,1846,41,1693,1200728,29419,1108358,62951
2023-04-13,Turkey,1555,40,1436,1202283,29459,1109794,63030
2023-04-14,Turkey,1625,32,1489,1203908,29491,1111283,63134
2023-04-15,Turkey,2145,50,1987,1206053,29541,1113270,63242
2023-04-16,Turkey,2263,57,2148,1208316,29598,1115418,63300
2023-04-17,Turkey,1911,53,1730,1210227,29651,1117148,63428
2023-04-18,Turkey,2207,50,2010,1212434,29701,1119158,63575
2023-04-19,Turkey,1984,47,1791,1214418,29748,1120949,63721
2023-04-20,Turkey,1794,51,1704,1216212,29799,1122653,63760
2023-04-21,Turkey,1567,45,1451,1217779,29844,1124104,63831
2023-04-22,Turkey,2051,57,1908,1219830,29901,1126012,63917
2023-04-23,Turkey,2180,63,2030,1222010,29964,1128042,64004
2023-04-24,Turkey,2347,56,2191,1224357,30020,1130233,64104
2023-04-25,Turkey,1872,46,1706,1226229,30066,1131939,64224
2023-04-26,Turkey,2277,55,2111,1228506,30121,1134050,64335
2023-04-27,Turkey,1815,37,1705,1230321,30158,1135755,64408
2023-04-28,Turkey,2608,52,2446,1232929,30210,1138201,64518
2023-04-29,Turkey,1477,30,1369,1234406,30240,1139570,64596
2023-04-30,Turkey,2614,73,2353,1237020,30313,1141923,64784
2023-05-01,Turkey,2011,51,1828,1239031,30364,1143751,64916
2023-05-02,Turkey,2567,57,2359,1241598,30421,1146110,65067
2023-05-03,Turkey,2494,73,2315,1244092,30494,1148425,65173
2023-05-04,Turkey,2451,50,2268,1246543,30544,1150693,65306
2023-05-05,Turkey,2320,58,2162,1248863,30602,1152855,65406
2023-05-06,Turkey,2149,57,1969,1251012,30659,1154824,65529
2023-05-07,Turkey,1946,58,1809,1252958,30717,1156633,65608
2023-05-08,Turkey,1980,56,1821,1254938,30773,1158454,65711
2023-05-09,Turkey,2265,63,2139,1257203,30836,1160593,65774
2023-05-10,Turkey,2721,61,2530,1259924,30897,1163123,65904
2023-05-11,Turkey,1882,55,1713,1261806,30952,1164836,66018
2023-05-12,Turkey,2840,64,2594,1264646,31016,1167430,66200
2023-05-13,Turkey,2251,58,2033,1266897,31074,1169463,66360
2023-05-14,Turkey,2834,68,2596,1269731,31142,1172059,66530
2023-05-15,Turkey,2384,49,2209,1272115,31191,1174268,66656
2023-05-16,Turkey,1858,54,1764,1273973,31245,1176032,66696
2023-05-17,Turkey,1829,43,1699,1275802,31288,1177731,66783
2023-05-18,Turkey,2603,62,2392,1278405,31350,1180123,66932
2023-05-19,Turkey,1606,46,1501,1280011,31396,1181624,66991
2023-05-20,Turkey,2550,62,2295,1282561,31458,1183919,67184
2023-05-21,Turkey,2361,60,2128,1284922,31518,1186047,67357
2023-05-22,Turkey,2891,65,2676,1287813,31583,1188723,67507
2023-05-23,Turkey,1683,41,1519,1289496,31624,1190242,67630
2023-05-24,Turkey,1749,45,1606,1291245,31669,1191848,67728
2023-05-25,Turkey,1634,45,1497,1292879,31714,1193345,67820
2023-05-26,Turkey,1839,52,1704,1294718,31766,1195049,67903
2023-05-27,Turkey,2074,56,1896,1296792,31822,1196945,68025
2023-05-28,Turkey,2001,53,1872,1298793,31875,1198817,68101
2023-05-29,Turkey,1900,41,1759,1300693,31916,1200576,68201
2023-05-30,Turkey,2845,77,2615,1303538,31993,1203191,68354
2023-05-31,Turkey,2641,59,2451,1306179,32052,1205642,68485
2023-06-01,Turkey,1985,57,1881,1308164,32109,1207523,68532
2023-06-02,Turkey,1792,38,1701,1309956,32147,1209224,68585
2023-06-03,Turkey,2378,59,2154,1312334,32206,1211378,68750
2023-06-04,Turkey,2315,67,2156,1314649,32273,1213534,68842
2023-06-05,Turkey,2447,58,2324,1317096,32331,1215858,68907
2023-06-06,Turkey,2550,57,2302,1319646,32388,1218160,69098
2023-06-07,Turkey,2514,51,2365,1322160,32439,1220525,69196
2023-06-08,Turkey,1699,44,1573,1323859,32483,1222098,69278
2023-06-09,Turkey,2334,56,2129,1326193,32539,1224227,69427
2023-06-10,Turkey,2704,62,2557,1328897,32601,1226784,69512
2023-06-11,Turkey,2458,51,2303,1331355,32652,1229087,69616
2023-06-12,Turkey,2882,76,2617,1334237,32728,1231704,69805
2023-06-13,Turkey,2318,56,2188,1336555,32784,1233892,69879
2023-06-14,Turkey,2917,74,2690,1339472,32858,1236582,70032
2023-06-15,Turkey,2418,54,2191,1341890,32912,1238773,70205
2023-06-16,Turkey,2257,54,2110,1344147,32966,1240883,70298
2023-06-17,Turkey,3108,64,2932,1347255,33030,1243815,70410
2023-06-18,Turkey,3071,86,2816,1350326,33116,1246631,70579
2023-06-19,Turkey,2348,56,2171,1352674,33172,1248802,70700
2023-06-20,Turkey,1972,44,1861,1354646,33216,1250663,70767
2023-06-21,Turkey,2504,70,2308,1357150,33286,1252971,70893
2023-06-22,Turkey,2684,75,2427,1359834,33361,1255398,71075
2023-06-23,Turkey,2286,51,2154,1362120,33412,1257552,71156
2023-06-24,Turkey,2620,77,2366,1364740,33489,1259918,71333
2023-06-25,Turkey,2939,79,2649,1367679,33568,1262567,71544
2023-06-26,Turkey,3016,89,2764,1370695,33657,1265331,71707
2023-06-27,Turkey,3097,71,2919,1373792,33728,1268250,71814
2023-06-28,Turkey,2350,62,2223,1376142,33790,1270473,71879
2023-06-29,Turkey,1941,40,1780,1378083,33830,1272253,72000
2023-06-30,Turkey,2547,71,2350,1380630,33901,1274603,72126
2023-07-01,Turkey,2883,81,2625,1383513,33982,1277228,72303
2023-07-02,Turkey,2598,74,2456,1386111,34056,1279684,72371
2023-07-03,Turkey,1807,52,1661,1387918,34108,1281345,72465
2023-07-04,Turkey,2336,55,2120,1390254,34163,1283465,72626
2023-07-05,Turkey,2122,48,1911,1392376,34211,1285376,72789
2023-07-06,Turkey,3000,63,2846,1395376,34274,1288222,72880
2023-07-07,Turkey,2222,57,2054,1397598,34331,1290276,72991
2023-07-08,Turkey,2349,68,2206,1399947,34399,1292482,73066
2023-07-09,Turkey,1844,55,1685,1401791,34454,1294167,73170
2023-07-10,Turkey,2882,80,2656,1404673,34534,1296823,73316
2023-07-11,Turkey,2099,46,1893,1406772,34580,1298716,73476
2023-07-12,Turkey,2947,71,2727,1409719,34651,1301443,73625
2023-07-13,Turkey,3065,78,2910,1412784,34729,1304353,73702
2023-07-14,Turkey,2443,67,2249,1415227,34796,1306602,73829
2023-07-15,Turkey,2011,57,1870,1417238,34853,1308472,73913
2023-07-16,Turkey,2100,45,1934,1419338,34898,1310406,74034
2023-07-17,Turkey,1884,56,1785,1421222,34954,1312191,74077
2023-07-18,Turkey,2018,48,1850,1423240,35002,1314041,74197
2023-07-19,Turkey,1859,53,1684,1425099,35055,1315725,74319
2023-07-20,Turkey,3221,67,2952,1428320,35122,1318677,74521
2023-07-21,Turkey,2957,86,2783,1431277,35208,1321460,74609
2023-07-22,Turkey,3149,90,2847,1434426,35298,1324307,74821
2023-07-23,Turkey,3251,96,3015,1437677,35394,1327322,74961
2023-07-24,Turkey,2084,55,1963,1439761,35449,1329285,75027
2023-07-25,Turkey,2733,79,2466,1442494,35528,1331751,75215
2023-07-26,Turkey,2252,65,2051,1444746,35593,1333802,75351
2023-07-27,Turkey,2178,65,2038,1446924,35658,1335840,75426
2023-07-28,Turkey,2475,57,2324,1449399,35715,1338164,75520
2023-07-29,Turkey,1905,55,1808,1451304,35770,1339972,75562
2023-07-30,Turkey,2966,65,2686,1454270,35835,1342658,75777
2023-07-31,Turkey,1880,45,1757,1456150,35880,1344415,75855
2023-08-01,Turkey,2095,59,1904,1458245,35939,1346319,75987
2023-08-02,Turkey,3033,83,2863,1461278,36022,1349182,76074
2023-08-03,Turkey,2276,61,2136,1463554,36083,1351318,76153
2023-08-04,Turkey,2153,63,2029,1465707,36146,1353347,76214
2023-08-05,Turkey,2121,48,1924,1467828,36194,1355271,76363
2023-08-06,Turkey,2283,64,2154,1470111,36258,1357425,76428
2023-08-07,Turkey,2648,59,2509,1472759,36317,1359934,76508
2023-08-08,Turkey,2465,50,2265,1475224,36367,1362199,76658
2023-08-09,Turkey,2740,60,2472,1477964,36427,1364671,76866
2023-08-10,Turkey,3261,70,3005,1481225,36497,1367676,77052
2023-08-11,Turkey,3241,87,3000,1484466,36584,1370676,77206
2023-08-12,Turkey,2461,51,2234,1486927,36635,1372910,77382
2023-08-13,Turkey,3254,92,3062,1490181,36727,1375972,77482
2023-08-14,Turkey,3080,71,2847,1493261,36798,1378819,77644
2023-08-15,Turkey,3214,90,2906,1496475,36888,1381725,77862
2023-08-16,Turkey,1956,54,1796,1498431,36942,1383521,77968
2023-08-17,Turkey,2022,51,1839,1500453,36993,1385360,78100
2023-08-18,Turkey,3086,67,2779,1503539,37060,1388139,78340
2023-08-19,Turkey,2729,67,2553,1506268,37127,1390692,78449
2023-08-20,Turkey,2639,60,2506,1508907,37187,1393198,78522
2023-08-21,Turkey,2811,73,2653,1511718,37260,1395851,78607
2023-08-22,Turkey,3088,84,2922,1514806,37344,1398773,78689
2023-08-23,Turkey,2875,68,2636,1517681,37412,1401409,78860
2023-08-24,Turkey,2358,66,2134,1520039,37478,1403543,79018
2023-08-25,Turkey,1926,41,1755,1521965,37519,1405298,79148
2023-08-26,Turkey,3196,85,2953,1525161,37604,1408251,79306
2023-08-27,Turkey,2139,56,2028,1527300,37660,1410279,79361
2023-08-28,Turkey,2244,52,2116,1529544,37712,1412395,79437
2023-08-29,Turkey,2656,78,2418,1532200,37790,1414813,79597
2023-08-30,Turkey,1742,51,1583,1533942,37841,1416396,79705
2023-08-31,Turkey,3183,67,3018,1537125,37908,1419414,79803
2023-09-01,Turkey,2397,57,2203,1539522,37965,1421617,79940
2023-09-02,Turkey,2065,45,1933,1541587,38010,1423550,80027
2023-09-03,Turkey,2813,80,2629,1544400,38090,1426179,80131
2023-09-04,Turkey,3076,86,2864,1547476,38176,1429043,80257
2023-09-05,Turkey,2387,65,2257,1549863,38241,1431300,80322
2023-09-06,Turkey,1815,42,1720,1551678,38283,1433020,80375
2023-09-07,Turkey,2619,63,2467,1554297,38346,1435487,80464
2023-09-08,Turkey,2945,87,2787,1557242,38433,1438274,80535
2023-09-09,Turkey,2560,69,2357,1559802,38502,1440631,80669
2023-09-10,Turkey,2398,63,2173,1562200,38565,1442804,80831
2023-09-11,Turkey,2633,71,2473,1564833,38636,1445277,80920
2023-09-12,Turkey,2765,57,2615,1567598,38693,1447892,81013
2023-09-13,Turkey,2917,83,2661,1570515,38776,1450553,81186
2023-09-14,Turkey,1755,35,1655,1572270,38811,1452208,81251
2023-09-15,Turkey,1739,46,1587,1574009,38857,1453795,81357
2023-09-16,Turkey,1743,49,1584,1575752,38906,1455379,81467
2023-09-17,Turkey,3026,69,2774,1578778,38975,1458153,81650
2023-09-18,Turkey,2245,54,2111,1581023,39029,1460264,81730
2023-09-19,Turkey,2706,56,2462,1583729,39085,1462726,81918
2023-09-20,Turkey,2892,68,2671,1586621,39153,1465397,82071
2023-09-21,Turkey,2585,55,2426,1589206,39208,1467823,82175
2023-09-22,Turkey,2789,62,2590,1591995,39270,1470413,82312
2023-09-23,Turkey,1931,50,1753,1593926,39320,1472166,82440
2023-09-24,Turkey,2794,60,2552,1596720,39380,1474718,82622
2023-09-25,Turkey,2438,69,2196,1599158,39449,1476914,82795
2023-09-26,Turkey,2759,66,2595,1601917,39515,1479509,82893
2023-09-27,Turkey,2665,62,2461,1604582,39577,1481970,83035
2023-09-28,Turkey,2217,51,2058,1606799,39628,1484028,83143
2023-09-29,Turkey,3009,88,2791,1609808,39716,1486819,83273
2023-09-30,Turkey,1786,43,1675,1611594,39759,1488494,83341
2023-10-01,Turkey,1875,49,1715,1613469,39808,1490209,83452
2023-10-02,Turkey,2597,58,2371,1616066,39866,1492580,83620
2023-10-03,Turkey,2619,77,2470,1618685,39943,1495050,83692
2023-10-04,Turkey,2956,71,2767,1621641,40014,1497817,83810
2023-10-05,Turkey,1996,56,1850,1623637,40070,1499667,83900
2023-10-06,Turkey,2941,75,2668,1626578,40145,1502335,84098
2023-10-07,Turkey,1914,51,1787,1628492,40196,1504122,84174
2023-10-08,Turkey,2492,69,2277,1630984,40265,1506399,84320
2023-10-09,Turkey,2700,72,2470,1633684,40337,1508869,84478
2023-10-10,Turkey,2024,47,1888,1635708,40384,1510757,84567
2023-10-11,Turkey,2671,74,2502,1638379,40458,1513259,84662
2023-10-12,Turkey,2010,46,1879,1640389,40504,1515138,84747
2023-10-13,Turkey,1835,48,1694,1642224,40552,1516832,84840
2023-10-14,Turkey,2435,62,2222,1644659,40614,1519054,84991
2023-10-15,Turkey,2101,43,1897,1646760,40657,1520951,85152
2023-10-16,Turkey,1855,47,1694,1648615,40704,1522645,85266
2023-10-17,Turkey,2797,59,2573,1651412,40763,1525218,85431
2023-10-18,Turkey,1951,46,1847,1653363,40809,1527065,85489
2023-10-19,Turkey,1745,47,1601,1655108,40856,1528666,85586
2023-10-20,Turkey,1916,52,1815,1657024,40908,1530481,85635
2023-10-21,Turkey,2788,80,2610,1659812,40988,1533091,85733
2023-10-22,Turkey,2590,73,2388,1662402,41061,1535479,85862
2023-10-23,Turkey,2662,53,2450,1665064,41114,1537929,86021
2023-10-24,Turkey,2165,57,2020,1667229,41171,1539949,86109
2023-10-25,Turkey,1619,42,1511,1668848,41213,1541460,86175
2023-10-26,Turkey,2274,50,2116,1671122,41263,1543576,86283
2023-10-27,Turkey,2482,55,2303,1673604,41318,1545879,86407
2023-10-28,Turkey,1736,47,1592,1675340,41365,1547471,86504
2023-10-29,Turkey,2756,60,2496,1678096,41425,1549967,86704
2023-10-30,Turkey,2295,63,2155,1680391,41488,1552122,86781
2023-10-31,Turkey,2265,49,2144,1682656,41537,1554266,86853
2023-11-01,Turkey,2173,58,2045,1684829,41595,1556311,86923
2023-11-02,Turkey,2157,58,2036,1686986,41653,1558347,86986
2023-11-03,Turkey,2424,48,2210,1689410,41701,1560557,87152
2023-11-04,Turkey,2131,53,2017,1691541,41754,1562574,87213
2023-11-05,Turkey,1919,45,1764,1693460,41799,1564338,87323
2023-11-06,Turkey,1633,34,1476,1695093,41833,1565814,87446
2023-11-07,Turkey,2000,49,1850,1697093,41882,1567664,87547
2023-11-08,Turkey,1969,58,1812,1699062,41940,1569476,87646
2023-11-09,Turkey,1556,45,1455,1700618,41985,1570931,87702
2023-11-10,Turkey,1953,42,1802,1702571,42027,1572733,87811
2023-11-11,Turkey,2348,54,2209,1704919,42081,1574942,87896
2023-11-12,Turkey,2481,73,2270,1707400,42154,1577212,88034
2023-11-13,Turkey,2525,60,2376,1709925,42214,1579588,88123
2023-11-14,Turkey,1873,50,1766,1711798,42264,1581354,88180
2023-11-15,Turkey,2165,53,1970,1713963,42317,1583324,88322
2023-11-16,Turkey,1472,33,1353,1715435,42350,1584677,88408
2023-11-17,Turkey,1684,42,1542,1717119,42392,1586219,88508
2023-11-18,Turkey,1765,49,1596,1718884,42441,1587815,88628
2023-11-19,Turkey,2208,47,2087,1721092,42488,1589902,88702
2023-11-20,Turkey,2585,72,2410,1723677,42560,1592312,88805
2023-11-21,Turkey,2008,51,1827,1725685,42611,1594139,88935
2023-11-22,Turkey,1552,31,1424,1727237,42642,1595563,89032
2023-11-23,Turkey,2117,43,1966,1729354,42685,1597529,89140
2023-11-24,Turkey,2121,47,2014,1731475,42732,1599543,89200
2023-11-25,Turkey,2213,58,2012,1733688,42790,1601555,89343
2023-11-26,Turkey,2217,47,2101,1735905,42837,1603656,89412
2023-11-27,Turkey,1734,35,1603,1737639,42872,1605259,89508
2023-11-28,Turkey,1843,51,1699,1739482,42923,1606958,89601
2023-11-29,Turkey,2317,67,2164,1741799,42990,1609122,89687
2023-11-30,Turkey,2366,52,2194,1744165,43042,1611316,89807
2023-12-01,Turkey,1989,47,1830,1746154,43089,1613146,89919
2023-12-02,Turkey,1678,45,1511,1747832,43134,1614657,90041
2023-12-03,Turkey,1347,39,1256,1749179,43173,1615913,90093
2023-12-04,Turkey,1890,43,1781,1751069,43216,1617694,90159
2023-12-05,Turkey,1988,47,1825,1753057,43263,1619519,90275
2023-12-06,Turkey,2263,53,2038,1755320,43316,1621557,90447
2023-12-07,Turkey,1447,30,1328,1756767,43346,1622885,90536
2023-12-08,Turkey,2342,48,2126,1759109,43394,1625011,90704
2023-12-09,Turkey,1554,41,1414,1760663,43435,1626425,90803
2023-12-10,Turkey,2114,50,1964,1762777,43485,1628389,90903
2023-12-11,Turkey,1812,43,1688,1764589,43528,1630077,90984
2023-12-12,Turkey,2302,52,2074,1766891,43580,1632151,91160
2023-12-13,Turkey,1977,44,1796,1768868,43624,1633947,91297
2023-12-14,Turkey,1410,36,1287,1770278,43660,1635234,91384
2023-12-15,Turkey,2149,63,2015,1772427,43723,1637249,91455
2023-12-16,Turkey,1805,36,1702,1774232,43759,1638951,91522
2023-12-17,Turkey,1668,49,1514,1775900,43808,1640465,91627
2023-12-18,Turkey,1685,50,1578,1777585,43858,1642043,91684
2023-12-19,Turkey,1948,54,1839,1779533,43912,1643882,91739
2023-12-20,Turkey,2144,61,1967,1781677,43973,1645849,91855
2023-12-21,Turkey,1241,29,1174,1782918,44002,1647023,91893
2023-12-22,Turkey,1538,36,1411,1784456,44038,1648434,91984
2023-12-23,Turkey,1782,39,1638,1786238,44077,1650072,92089
2023-12-24,Turkey,1710,36,1586,1787948,44113,1651658,92177
2023-12-25,Turkey,1514,39,1377,1789462,44152,1653035,92275
2023-12-26,Turkey,2205,47,2064,1791667,44199,1655099,92369
2023-12-27,Turkey,1761,52,1649,1793428,44251,1656748,92429
2023-12-28,Turkey,1938,55,1793,1795366,44306,1658541,92519
2023-12-29,Turkey,1742,36,1602,1797108,44342,1660143,92623
2023-12-30,Turkey,1887,55,1782,1798995,44397,1661925,92673
2023-12-31,Turkey,1924,48,1759,1800919,44445,1663684,92790
2024-01-01,Turkey,1499,32,1372,1802418,44477,1665056,92885
2024-01-02,Turkey,1844,50,1698,1804262,44527,1666754,92981
2024-01-03,Turkey,2125,60,1993,1806387,44587,1668747,93053
2024-01-04,Turkey,1600,44,1517,1807987,44631,1670264,93092
2024-01-05,Turkey,1811,36,1687,1809798,44667,1671951,93180
2024-01-06,Turkey,1649,37,1495,1811447,44704,1673446,93297
2024-01-07,Turkey,1181,33,1101,1812628,44737,1674547,93344
2024-01-08,Turkey,1951,55,1761,1814579,44792,1676308,93479
2024-01-09,Turkey,1777,40,1669,1816356,44832,1677977,93547
2024-01-10,Turkey,2000,48,1861,1818356,44880,1679838,93638
2024-01-11,Turkey,1351,39,1247,1819707,44919,1681085,93703
2024-01-12,Turkey,1668,47,1505,1821375,44966,1682590,93819
2024-01-13,Turkey,1373,32,1242,1822748,44998,1683832,93918
2024-01-14,Turkey,1449,37,1357,1824197,45035,1685189,93973
2024-01-15,Turkey,1935,42,1821,1826132,45077,1687010,94045
2024-01-16,Turkey,1634,39,1493,1827766,45116,1688503,94147
2024-01-17,Turkey,1143,24,1046,1828909,45140,1689549,94220
2024-01-18,Turkey,2006,45,1873,1830915,45185,1691422,94308
2024-01-19,Turkey,1897,55,1756,1832812,45240,1693178,94394
2024-01-20,Turkey,1542,39,1414,1834354,45279,1694592,94483
2024-01-21,Turkey,1812,42,1716,1836166,45321,1696308,94537
2024-01-22,Turkey,1641,46,1487,1837807,45367,1697795,94645
2024-01-23,Turkey,1178,31,1087,1838985,45398,1698882,94705
2024-01-24,Turkey,1772,36,1600,1840757,45434,1700482,94841
2024-01-25,Turkey,1569,35,1413,1842326,45469,1701895,94962
2024-01-26,Turkey,1694,48,1583,1844020,45517,1703478,95025
2024-01-27,Turkey,1262,35,1179,1845282,45552,1704657,95073
2024-01-28,Turkey,1888,43,1772,1847170,45595,1706429,95146
2024-01-29,Turkey,1580,36,1493,1848750,45631,1707922,95197
2024-01-30,Turkey,1625,45,1477,1850375,45676,1709399,95300
2024-01-31,Turkey,1886,47,1710,1852261,45723,1711109,95429
2024-02-01,Turkey,1810,54,1673,1854071,45777,1712782,95512
2024-02-02,Turkey,1770,40,1631,1855841,45817,1714413,95611
2024-02-03,Turkey,1236,30,1169,1857077,45847,1715582,95648
2024-02-04,Turkey,1662,45,1532,1858739,45892,1717114,95733
2024-02-05,Turkey,1314,31,1227,1860053,45923,1718341,95789
2024-02-06,Turkey,1099,25,1010,1861152,45948,1719351,95853
2024-02-07,Turkey,1571,42,1421,1862723,45990,1720772,95961
2024-02-08,Turkey,1351,34,1255,1864074,46024,1722027,96023
2024-02-09,Turkey,1317,37,1205,1865391,46061,1723232,96098
2024-02-10,Turkey,1768,37,1637,1867159,46098,1724869,96192
2024-02-11,Turkey,1246,31,1140,1868405,46129,1726009,96267
2024-02-12,Turkey,1527,34,1430,1869932,46163,1727439,96330
2024-02-13,Turkey,1129,23,1023,1871061,46186,1728462,96413
2024-02-14,Turkey,1048,22,991,1872109,46208,1729453,96448
2024-02-15,Turkey,1757,44,1642,1873866,46252,1731095,96519
2024-02-16,Turkey,1626,41,1526,1875492,46293,1732621,96578
2024-02-17,Turkey,1192,24,1078,1876684,46317,1733699,96668
2024-02-18,Turkey,1072,30,999,1877756,46347,1734698,96711
2024-02-19,Turkey,1631,40,1525,1879387,46387,1736223,96777
2024-02-20,Turkey,1034,23,955,1880421,46410,1737178,96833
2024-02-21,Turkey,1311,39,1236,1881732,46449,1738414,96869
2024-02-22,Turkey,1174,24,1102,1882906,46473,1739516,96917
2024-02-23,Turkey,993,27,902,1883899,46500,1740418,96981
2024-02-24,Turkey,1205,32,1093,1885104,46532,1741511,97061
2024-02-25,Turkey,1630,40,1467,1886734,46572,1742978,97184
2024-02-26,Turkey,1716,47,1548,1888450,46619,1744526,97305
2024-02-27,Turkey,1079,27,1013,1889529,46646,1745539,97344
2024-02-28,Turkey,1289,35,1186,1890818,46681,1746725,97412
2024-02-29,Turkey,1157,26,1051,1891975,46707,1747776,97492
2024-03-01,Turkey,1170,28,1108,1893145,46735,1748884,97526
2024-03-02,Turkey,1227,35,1142,1894372,46770,1750026,97576
2024-03-03,Turkey,1569,41,1443,1895941,46811,1751469,97661
2024-03-04,Turkey,1259,33,1191,1897200,46844,1752660,97696
2024-03-05,Turkey,915,25,831,1898115,46869,1753491,97755
2024-03-06,Turkey,1270,27,1190,1899385,46896,1754681,97808
2024-03-07,Turkey,1092,23,1033,1900477,46919,1755714,97844
2024-03-08,Turkey,1408,41,1303,1901885,46960,1757017,97908
2024-03-09,Turkey,1221,32,1111,1903106,46992,1758128,97986
2024-03-10,Turkey,1653,45,1510,1904759,47037,1759638,98084
2024-03-11,Turkey,1076,26,987,1905835,47063,1760625,98147
2024-03-12,Turkey,1579,40,1466,1907414,47103,1762091,98220
2024-03-13,Turkey,1395,37,1322,1908809,47140,1763413,98256
2024-03-14,Turkey,1441,33,1347,1910250,47173,1764760,98317
2024-03-15,Turkey,1343,27,1217,1911593,47200,1765977,98416
2024-03-16,Turkey,1117,22,1056,1912710,47222,1767033,98455
2024-03-17,Turkey,1226,26,1145,1913936,47248,1768178,98510
2024-03-18,Turkey,1382,35,1306,1915318,47283,1769484,98551
2024-03-19,Turkey,1567,41,1433,1916885,47324,1770917,98644
2024-03-20,Turkey,1395,37,1275,1918280,47361,1772192,98727
2024-03-21,Turkey,1610,41,1470,1919890,47402,1773662,98826
2024-03-22,Turkey,1217,25,1109,1921107,47427,1774771,98909
2024-03-23,Turkey,1240,32,1140,1922347,47459,1775911,98977
2024-03-24,Turkey,1349,38,1243,1923696,47497,1777154,99045
2024-03-25,Turkey,1539,42,1451,1925235,47539,1778605,99091
2024-03-26,Turkey,1055,26,950,1926290,47565,1779555,99170
2024-03-27,Turkey,1375,27,1281,1927665,47592,1780836,99237
2024-03-28,Turkey,1306,33,1202,1928971,47625,1782038,99308
